u_id,model,facet,true_country,pred_country,correct,max_score,mean_score,std_score,frac_positive,entropy,top_i,top_j
1309b373-b885-4aa0-b6f8-7aab4b734ac2,clip,clothing,China,China,True,0.07808274030685425,-0.0003148597024846822,0.02754220739006996,0.24489795918367346,2.202073574066162,1,2
49f5b3aa-dc13-4ebe-bf8d-6771b9298c37,clip,traditions,China,China,True,0.5672643184661865,0.12528914213180542,0.0882091298699379,0.9795918367346939,3.6738860607147217,3,3
502a5fee-89c1-4f5d-b41d-9bdd65b11eb1,clip,traditions,China,China,True,0.13864731788635254,0.01847262680530548,0.031221626326441765,0.5306122448979592,2.965439796447754,2,2
08f8c99f-b47b-46f6-8e29-6bcaa11d8ab1,clip,traditions,China,China,True,0.16512346267700195,0.01772843673825264,0.036261189728975296,0.5918367346938775,2.8707916736602783,2,1
1bad08e1-1e74-421f-996f-5c435cb367e3,clip,traditions,China,China,True,0.0649111270904541,0.026675110682845116,0.02024277113378048,0.7142857142857143,3.492469072341919,1,5
de8ac0fa-d6dc-41bb-b117-f5e84f22e9e5,clip,traditions,China,China,True,0.05001014471054077,0.009828388690948486,0.016902809962630272,0.5714285714285714,3.07525372505188,2,1
07dabc78-3e60-46e1-b6e4-14c03b083f61,clip,drink,China,Rwanda,False,0.003092452883720398,-0.05473081395030022,0.03276801481842995,0.02040816326530612,-0.0,1,5
e8417033-3d23-4eb3-b225-e8d68ff8cde3,clip,drink,China,China,True,0.1931741088628769,0.06420774012804031,0.06918781995773315,0.6326530612244898,3.2956125736236572,1,1
7469bf5a-e55b-4077-8c23-4f80be8daa32,clip,drink,China,Canada,False,0.0535832941532135,0.006424631457775831,0.018684621900320053,0.4897959183673469,2.8272783756256104,1,4
803df59c-07e6-4459-a5cb-8c2e27237461,clip,drink,China,China,True,0.00898665189743042,0.0019107959233224392,0.0022910197731107473,0.673469387755102,3.2113754749298096,2,2
b2886064-331e-4c71-a625-d9d2c5cd9421,clip,drink,China,China,True,0.0405607670545578,0.013265280984342098,0.014506686478853226,0.7346938775510204,3.380528450012207,5,0
f009866e-207b-4ed4-b0d2-150b69a5d0b0,clip,food,China,China,True,0.22982007265090942,0.05931336432695389,0.05638130381703377,0.9183673469387755,3.485072374343872,1,3
09c667a0-2ed1-425e-8f15-f0d7b510b5ab,clip,food,China,China,True,0.033972322940826416,0.003125303890556097,0.008580070920288563,0.4489795918367347,2.843757152557373,3,3
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,clip,food,China,China,True,0.593512773513794,0.26734572649002075,0.0971861183643341,1.0,3.8273515701293945,1,1
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,clip,food,China,China,True,0.01304703950881958,0.0037313152570277452,0.004053920973092318,0.8571428571428571,3.5092990398406982,3,0
a8f5c325-4cc4-4371-bd45-5d19156de028,clip,food,China,China,True,0.03507894277572632,0.010518881492316723,0.008484006859362125,0.9795918367346939,3.586923122406006,2,2
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,clip,rituals,China,Brazil,False,0.23981446027755737,0.12744411826133728,0.08885765820741653,0.7142857142857143,3.521637439727783,3,5
22bb7d28-bb29-4a85-af25-85f66ce70d52,clip,rituals,China,China,True,0.31779900193214417,0.04454093426465988,0.10898163169622421,0.42857142857142855,2.8614115715026855,1,6
4c169dc1-0511-4867-803b-2c5724589072,clip,rituals,China,China,True,0.08678025007247925,-0.01171391736716032,0.021256953477859497,0.22448979591836735,1.7994747161865234,1,1
d6bdefc4-d83f-4df5-a2c0-74ce4bb3dbea,clip,rituals,China,China,True,0.16943210363388062,0.01219840720295906,0.03152446821331978,0.6530612244897959,2.7260560989379883,3,2
aa454b8a-ea44-47d8-bfc5-8e0691affc18,clip,rituals,China,China,True,0.017806172370910645,-0.0021053089294582605,0.006820726674050093,0.1836734693877551,2.016824245452881,3,4
c4ba628f-6ccc-4659-88e0-989cf36c6b66,clip,drink,Canada,Canada,True,0.0041623711585998535,0.0004698670527432114,0.0009067068458534777,0.5918367346938775,2.988335132598877,1,5
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,clip,drink,Canada,Germany,False,0.2726738452911377,0.07791510969400406,0.06727434694766998,0.9795918367346939,3.5505530834198,4,1
48cb84ac-f6c8-41d5-a8bd-433790fd4228,clip,drink,Canada,USA,False,0.11402621865272522,0.04203284904360771,0.04287546128034592,0.6326530612244898,3.2880096435546875,2,3
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,clip,drink,Canada,Germany,False,0.0331464484333992,-0.004053481854498386,0.022432971745729446,0.3469387755102041,2.6072511672973633,1,5
96b37654-4373-4743-981d-ef25317c602a,clip,drink,Canada,USA,False,0.2570969760417938,0.13188330829143524,0.08994878083467484,0.7142857142857143,3.530648708343506,2,2
a2ebb579-6a95-4ef6-90d3-7472f9739d27,clip,traditions,Canada,USA,False,0.04833139479160309,0.020583834499120712,0.01523351389914751,0.8367346938775511,3.6020312309265137,0,4
734acb99-0962-4131-b4f7-725c20411db8,clip,traditions,Canada,Canada,True,0.1003565788269043,0.004763653036206961,0.01983749493956566,0.42857142857142855,2.251648187637329,1,1
a914a20e-7219-43e5-929a-a60eeb2b0eba,clip,traditions,Canada,USA,False,0.29070261120796204,0.11221609264612198,0.05872242525219917,1.0,3.7546982765197754,2,2
8869939b-17da-472e-8637-58d80e9291e7,clip,traditions,Canada,Canada,True,0.17608849704265594,0.03700706735253334,0.053900208324193954,0.5306122448979592,3.112213134765625,6,5
